Orden,Clase de orden,Texto breve,Ce.emplazam.,Grupo planif.,Aviso,Cst.tot.reales,Status sistema,Fecha creación,Fecha fin real,Fecha ref.,Ubicac.técnica,Descripción,region,Dia_promedio,Grupo,asignacion_equipos
70000597,Preventivo,Vitrina refrigeracion N°01,C360,frigoristas,,184485,Cerrado,2025-06-10,2025-07-22,24/06/2025,1000-C360-N00-SAGEPV,vitrina refrigeracion n°01,Valle,42,Vitrinas,Vitrinas refrigeracion
70000598,Preventivo,Vitrina de Refrigeración #2,C360,frigoristas,,133659,Cerrado,2025-06-10,2025-07-22,26/07/2025,1000-C360-N00-SAGEPV,vitrina refrigeracion n°02,Valle,42,Vitrinas,Vitrinas refrigeracion
70000599,Preventivo,Vitrina refrigeracion N°03,C360,frigoristas,,178861,Cerrado,2025-06-10,2025-07-22,29/07/2025,1000-C360-N00-SAGEPV,vitrina refrigeracion n°03,Valle,42,Vitrinas,Vitrinas refrigeracion
70000600,Preventivo,Vitrina congelacion N°01,C360,frigoristas,,111382,Cerrado,2025-06-10,2025-07-22,26/07/2025,1000-C360-N00-SAGEPV,vitrina congelacion n°01,Valle,42,Vitrinas,Vitrina congelacion
70000601,Preventivo,Evaporador cava refrigeracion N°01,C360,frigoristas,,222765,Cerrado,2025-06-10,2025-07-21,26/07/2025,1000-C360-N00-CAVREF,evaporador cava refrigeracion n°01,Valle,41,Cavas,Cava de refrigeracion
70000602,Preventivo,Condensador cava refrigeracion N°01,C360,frigoristas,,208532,Cerrado,2025-06-10,2025-07-24,29/07/2025,1000-C360-N00-MESANI,condensador cava refrigeracion n°01,Valle,44,Cavas,Cava de refrigeracion
70000603,Preventivo,Evaporador cava congelacion N°01,C360,frigoristas,,83537,Cerrado,2025-06-10,2025-07-21,26/07/2025,1000-C360-N00-CAVCON,evaporador cava congelacion n°01,Valle,41,Cavas,Cava de congelacion
70000604,Preventivo,Condensador cava congelacion N°01,C360,frigoristas,,167074,Cerrado,2025-06-10,2025-07-24,26/07/2025,1000-C360-N00-MESANI,condensador cava congelacion n°01,Valle,44,Cavas,Cava de congelacion
70000605,Preventivo,Sierra sin fin,C360,electromecanico,,730385,Cerrado,2025-06-10,2025-07-24,29/07/2025,1000-C360-N00-SAPRPV,sierra sin fin,Valle,44,Equipos de corte,Sierras sin fin
70000606,Preventivo,Plancha N°01,C360,electromecanico,,111382,Cerrado,2025-06-10,2025-07-22,23/07/2025,1000-C360-N00-PORCPR-001,plancha n°01,Valle,42,equipos de coccion,Plancha
70000607,Preventivo,Freidora a gas N°01,C360,electromecanico,,83537,Cerrado,2025-06-10,2025-07-22,23/07/2025,1000-C360-N00-PORCPR-001,freidora a gas n°01,Valle,42,equipos de coccion,Freidora a gas
70000608,Preventivo,Campana extractora,C360,electromecanico,,83537,Cerrado,2025-06-10,2025-07-24,28/07/2025,1000-C360-N00-PORCPR-001,campana extractora,Valle,44,equipos de coccion,Extractor
70000609,Preventivo,Tajadora,C360,electromecanico,,209102,Cerrado,2025-06-10,2025-07-21,23/07/2025,1000-C360-N00-SAPRPV,tajadora,Valle,41,Equipos de corte,Tajadora
70000610,Preventivo,Termometro puncion N°01,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-OFADPV,termometro puncion n°01,Valle,0,equipos de medicion,Termometro de punzon
70000611,Preventivo,Termometro puncion N°02,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-OFADPV,termometro puncion n°02,Valle,0,equipos de medicion,Termometro de punzon
70000612,Preventivo,Termometro puncion N°03,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-OFADPV,termometro puncion n°03,Valle,0,equipos de medicion,Termometro de punzon
70000613,Preventivo,Sierra sin fin,C380,electromecanico,,1154885,Cerrado,2025-06-11,2025-07-15,26/06/2025,1000-C380-N00-SAPRPV,sierra sin fin,Valle,34,Equipos de corte,Sierras sin fin
70000614,Preventivo,Freidora a gas N°01,C380,electromecanico,,205870,Cerrado,2025-06-11,2025-07-15,26/06/2025,1000-C380-N00-PORCPR-001,freidora a gas n°01,Valle,34,equipos de coccion,Freidora a gas
70000615,Preventivo,Campana extractora,C380,electromecanico,,205870,Cerrado,2025-06-11,2025-07-14,26/06/2025,1000-C380-N00-PORCPR,campana extractora,Valle,33,equipos de coccion,Extractor
70000616,Preventivo,Plancha N°01,C380,electromecanico,,205870,Cerrado,2025-06-11,2025-07-15,26/06/2025,1000-C380-N00-PORCPR-001,plancha n°01,Valle,34,equipos de coccion,Plancha
70000617,Preventivo,Molino,C380,electromecanico,,503910,Cerrado,2025-06-11,,30/07/2025,1000-C380-N00-SAPRPV,molino,Valle,0,Molino,Molino
70000618,Preventivo,Tajadora,C380,electromecanico,,233716,Cerrado,2025-06-11,2025-07-13,26/06/2025,1000-C380-N00-SAPRPV,tajadora,Valle,32,Equipos de corte,Tajadora
70000619,Preventivo,Balanza colgante N°01,C240,metrologia,,0,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°01,Antioquia,0,Balanza colgante,Balanza colgante
70000620,Preventivo,Balanza colgante N°01,C240,metrologia,,102980,Cerrado,2025-06-12,,26/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°01,Antioquia,0,Balanza colgante,Balanza colgante
70000621,Preventivo,Balanza colgante N°02,C240,metrologia,,128725,Cerrado,2025-06-12,,26/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°02,Antioquia,0,Balanza colgante,Balanza colgante
70000622,Preventivo,Balanza colgante N°03,C240,metrologia,,128725,Cerrado,2025-06-12,,26/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°03,Antioquia,0,Balanza colgante,Balanza colgante
70000623,Preventivo,Balanza colgante N°04,C240,metrologia,,128725,Cerrado,2025-06-12,,26/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°04,Antioquia,0,Balanza colgante,Balanza colgante
70000624,Preventivo,Balanza colgante N°05,C240,metrologia,,128725,Cerrado,2025-06-12,,26/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°05,Antioquia,0,Balanza colgante,Balanza colgante
70000625,Preventivo,Balanza colgante N°06,C240,metrologia,,128725,Cerrado,2025-06-12,,26/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°06,Antioquia,0,Balanza colgante,Balanza colgante
70000626,Preventivo,Balanza colgante N°07,C240,metrologia,,128725,Cerrado,2025-06-12,,26/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°07,Antioquia,0,Balanza colgante,Balanza colgante
70000627,Preventivo,Balanza colgante N°08,C240,metrologia,,128725,Cerrado,2025-06-12,,26/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°08,Antioquia,0,Balanza colgante,Balanza colgante
70000628,Preventivo,Balanza colgante N°09,C240,metrologia,,128725,Cerrado,2025-06-12,,26/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°09,Antioquia,0,Balanza colgante,Balanza colgante
70000629,Preventivo,Bascula plataforma,C240,metrologia,,128725,Cerrado,2025-06-12,,26/06/2025,1000-C240-N00-PAINPV,bascula plataforma,Antioquia,0,Otras Balanzas,Balanza plataforma
70000630,Preventivo,Balanza repeso N°01,C240,metrologia,,85817,Cerrado,2025-06-12,2025-06-26,02/07/2025,1000-C240-N00-SAGEPV-001,balanza repeso n°01,Antioquia,14,Otras Balanzas,Balanza repeso
70000631,Preventivo,Termometro puncion N°01,C390,metrologia,,4734,Cerrado,2025-06-12,2025-07-11,13/06/2025,1000-C390-N00-OFADPV,termometro puncion n°01,Valle,29,equipos de medicion,Termometro de punzon
70000632,Preventivo,Termometro puncion N°02,C390,metrologia,,4177,Cerrado,2025-06-12,2025-07-11,13/06/2025,1000-C390-N00-OFADPV,termometro puncion n°02,Valle,29,equipos de medicion,Termometro de punzon
70000633,Preventivo,Plan Mtto Locativo pv Palmira,C390,infraestructura,,17682244,Cerrado,2025-06-13,,08/09/2025,1000-C390,,Valle,0,Grupo Infraestructura,
70000634,Preventivo,Plan Mtto Electrico P.v Mayorista,C150,electromecanico,,2080694,Cerrado,2025-06-13,2025-07-02,31/07/2025,1000-C150-N00-820,,Antioquia,19,Red Electrica,
70000645,Preventivo,Balanza repeso N°01,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-001,balanza repeso n°01,Antioquia,0,Otras Balanzas,Balanza repeso
70000646,Preventivo,Balanza colgante N°01,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°01,Antioquia,0,Balanza colgante,Balanza colgante
70000647,Preventivo,Balanza colgante N°02,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°02,Antioquia,0,Balanza colgante,Balanza colgante
70000648,Preventivo,Balanza colgante N°03,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°03,Antioquia,0,Balanza colgante,Balanza colgante
70000649,Preventivo,Balanza colgante N°04,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°04,Antioquia,0,Balanza colgante,Balanza colgante
70000650,Preventivo,Balanza colgante N°05,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°05,Antioquia,0,Balanza colgante,Balanza colgante
70000651,Preventivo,Balanza colgante N°06,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°06,Antioquia,0,Balanza colgante,Balanza colgante
70000652,Preventivo,Balanza colgante N°07,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°07,Antioquia,0,Balanza colgante,Balanza colgante
70000653,Preventivo,Balanza colgante N°08,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°08,Antioquia,0,Balanza colgante,Balanza colgante
70000654,Preventivo,Balanza colgante N°09,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°09,Antioquia,0,Balanza colgante,Balanza colgante
70000655,Preventivo,Balanza colgante N°10,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°10,Antioquia,0,Balanza colgante,Balanza colgante
70000656,Preventivo,Bascula plataforma,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-PAINPV,bascula plataforma,Antioquia,0,Otras Balanzas,Balanza plataforma
70000657,Preventivo,Balanza etiquetadora,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAPRPV,balanza etiquetadora,Antioquia,0,Otras Balanzas,Balanzas etiqueta
70000658,Preventivo,Sierra sin fin,C100,electromecanico,,111382,Cerrado,2025-06-24,2025-07-07,21/07/2025,1000-C100-N00-SAPRPV,sierra sin fin,Antioquia,13,Equipos de corte,Sierras sin fin
70000659,Preventivo,Molino,C100,electromecanico,,55691,Cerrado,2025-06-24,2025-07-07,14/07/2025,1000-C100-N00-SAPRPV,molino,Antioquia,13,Molino,Molino
70000660,Preventivo,Tajadora,C100,electromecanico,,55691,Cerrado,2025-06-24,2025-07-07,16/07/2025,1000-C100-N00-SAPRPV,tajadora,Antioquia,13,Equipos de corte,Tajadora
70000677,Preventivo,Evaporador cava refrigeracion N°01,C100,frigoristas,,83537,Cerrado,2025-06-24,2025-07-02,24/07/2025,1000-C100-N00-CAVREF,evaporador cava refrigeracion n°01,Antioquia,8,Cavas,Cava de refrigeracion
70000678,Preventivo,Condensador cava refrigeracion N°01,C100,frigoristas,,83537,Cerrado,2025-06-24,2025-07-02,24/07/2025,1000-C100-N01-MESANI-001,condensador cava refrigeracion n°01,Antioquia,8,Cavas,Cava de refrigeracion
70000679,Preventivo,Evaporador cava congelacion N°01,C100,frigoristas,,55691,Cerrado,2025-06-24,2025-07-02,24/07/2025,1000-C100-N00-CAVCON,evaporador cava congelacion n°01,Antioquia,8,Cavas,Cava de congelacion
70000680,Preventivo,Condensador cava congelacion N°01,C100,frigoristas,,14601,Cerrado,2025-06-24,2025-06-02,27/07/2025,1000-C100-N01-MESANI-001,condensador cava congelacion n°01,Antioquia,-22,Cavas,Cava de congelacion
70000681,Preventivo,Vitrina congelacion N°01,C100,frigoristas,,43804,Cerrado,2025-06-24,2025-07-01,31/07/2025,1000-C100-N00-SAGEPV,vitrina congelacion n°01,Antioquia,7,Vitrinas,Vitrina congelacion
70000682,Preventivo,Vitrina refrigeracion N°01,C100,frigoristas,,43804,Cerrado,2025-06-24,2025-07-01,31/07/2025,1000-C100-N00-SAGEPV,vitrina refrigeracion n°01,Antioquia,7,Vitrinas,Vitrinas refrigeracion
70000683,Preventivo,Vitrina refrigeracion N°02,C100,frigoristas,,43804,Cerrado,2025-06-24,2025-07-01,31/07/2025,1000-C100-N00-SAGEPV,vitrina refrigeracion n°02,Antioquia,7,Vitrinas,Vitrinas refrigeracion
70000684,Preventivo,Vitrina refrigeracion N°03,C100,frigoristas,,43804,Cerrado,2025-06-24,2025-07-01,31/07/2025,1000-C100-N00-SAGEPV,vitrina refrigeracion n°03,Antioquia,7,Vitrinas,Vitrinas refrigeracion
70000685,Preventivo,Vitrina congelacion N°02,C100,frigoristas,,29202,Cerrado,2025-06-24,2025-07-01,31/07/2025,1000-C100-N00-SAGEPV,vitrina congelacion n°02,Antioquia,7,Vitrinas,Vitrina congelacion
70000686,Preventivo,Vitrina refrigeracion N°04,C100,frigoristas,,29202,Cerrado,2025-06-24,2025-07-01,31/07/2025,1000-C100-N00-SAGEPV,vitrina refrigeracion n°04,Antioquia,7,Vitrinas,Vitrinas refrigeracion
70000687,Preventivo,Vitrina refrigeracion N°05,C100,frigoristas,,43804,Cerrado,2025-06-24,2025-07-01,31/07/2025,1000-C100-N00-SAGEPV,vitrina refrigeracion n°05,Antioquia,7,Vitrinas,Vitrinas refrigeracion
70000688,Preventivo,Campana extractora,C410,electromecanico,,23362,Cerrado,2025-06-24,,12/07/2025,1000-C410-N00-COCINA,campana extractora,Antioquia,0,equipos de coccion,Extractor
70000689,Preventivo,Freidora a gas N°01,C410,electromecanico,,105101,Cerrado,2025-06-24,2025-07-07,21/07/2025,1000-C410-N00-COCINA,freidora a gas n°01,Antioquia,13,equipos de coccion,Freidora a gas
70000690,Preventivo,Plancha N°01,C410,electromecanico,,111382,Cerrado,2025-06-24,2025-07-03,16/07/2025,1000-C410-N00-COCINA,plancha n°01,Antioquia,9,equipos de coccion,Plancha
70000691,Preventivo,Plancha N°02,C410,electromecanico,,55691,Cerrado,2025-06-24,2025-07-07,21/07/2025,1000-C410-N00-COCINA,plancha n°02,Antioquia,13,equipos de coccion,Plancha
70000692,Preventivo,Fogon a gas N°01,C410,electromecanico,,27846,Cerrado,2025-06-24,2025-07-03,16/07/2025,1000-C410-N00-COCINA,fogon a gas n°01,Antioquia,9,equipos de coccion,Fogon a gas
70000693,Preventivo,Freidora a gas N°02,C410,electromecanico,,55691,Cerrado,2025-06-24,2025-07-07,21/07/2025,1000-C410-N00-COCINA,freidora a gas n°02,Antioquia,13,equipos de coccion,Freidora a gas
70000694,Preventivo,Nevera horizontal N°01,C410,frigoristas,,58404,Cerrado,2025-06-24,2025-07-15,06/08/2025,1000-C410-N00-COCINA,nevera horizontal n°01,Antioquia,21,Neveras,Nevera horizontal
70000695,Preventivo,Nevera vertical congelacion N°01,C410,frigoristas,,58404,Cerrado,2025-06-24,2025-07-15,06/08/2025,1000-C410-N00-COCINA,nevera vertical congelacion n°01,Antioquia,21,Neveras,Nevera vertical congelacion
70000696,Preventivo,Nevera vertical refrigeracion N°01,C410,frigoristas,,58404,Cerrado,2025-06-24,2025-07-15,06/08/2025,1000-C410-N00-COCINA,nevera vertical refrigeracion n°01,Antioquia,21,Neveras,Nevera vertical refrigeracion
70000697,Preventivo,Vitrina refrigeracion N°01,C140,frigoristas,,111382,Cerrado,2025-06-24,2025-07-07,22/07/2025,1000-C140-N00-SAGEPV,vitrina refrigeracion n°01,Antioquia,13,Vitrinas,Vitrinas refrigeracion
70000698,Preventivo,Vitrina refrigeracion N°02,C140,frigoristas,,167074,Cerrado,2025-06-24,2025-07-07,22/07/2025,1000-C140-N00-SAGEPV,vitrina refrigeracion n°02,Antioquia,13,Vitrinas,Vitrinas refrigeracion
70000699,Preventivo,Vitrina refrigeracion N°03,C140,frigoristas,,111382,Cerrado,2025-06-24,2025-07-07,22/07/2025,1000-C140-N00-SAGEPV,vitrina refrigeracion n°03,Antioquia,13,Vitrinas,Vitrinas refrigeracion
70000700,Preventivo,Evaporador cava refrigeracion N°01,C140,frigoristas,,190388,Cerrado,2025-06-24,2025-07-07,22/07/2025,1000-C140-N00-CAVREF,evaporador cava refrigeracion n°01,Antioquia,13,Cavas,Cava de refrigeracion
70000701,Preventivo,Condensador cava refrigeracion N°01,C140,frigoristas,,122521,Cerrado,2025-06-24,2025-07-15,15/07/2025,1000-C140-N00-ZFACHA-001,condensador cava refrigeracion n°01,Antioquia,21,Cavas,Cava de refrigeracion
70000702,Preventivo,Evaporador cava congelacion N°01,C140,frigoristas,,83537,Cerrado,2025-06-24,2025-07-07,15/07/2025,1000-C140-N00-CAVCON,evaporador cava congelacion n°01,Antioquia,13,Cavas,Cava de congelacion
70000703,Preventivo,Condensador cava congelacion N°01,C140,frigoristas,,122521,Cerrado,2025-06-24,2025-07-15,15/07/2025,1000-C140-N00-ZFACHA-001,condensador cava congelacion n°01,Antioquia,21,Cavas,Cava de congelacion
70000704,Preventivo,Sierra sin fin,C140,electromecanico,,139228,Cerrado,2025-06-24,2025-07-08,21/07/2025,1000-C140-N00-SAPRPV,sierra sin fin,Antioquia,14,Equipos de corte,Sierras sin fin
70000705,Preventivo,Molino,C140,electromecanico,,55691,Cerrado,2025-06-24,2025-07-08,21/07/2025,1000-C140-N00-SAPRPV,molino,Antioquia,14,Molino,Molino
70000706,Preventivo,Tajadora,C140,electromecanico,,55691,Cerrado,2025-06-24,2025-07-08,21/07/2025,1000-C140-N00-SAPRPV,tajadora,Antioquia,14,Equipos de corte,Tajadora
70000707,Preventivo,,C120,frigoristas,,27846,Cerrado,2025-06-24,2025-07-14,25/07/2025,1000-C120-N00-PORCPR-001,nevera domestica n°01,Antioquia,20,Neveras,Nevera domestica
70000708,Preventivo,Vitrina refrigeracion N°01,C120,frigoristas,,111382,Cerrado,2025-06-24,2025-07-15,18/07/2025,1000-C120-N00-SAGEPV,vitrina refrigeracion n°01,Antioquia,21,Vitrinas,Vitrinas refrigeracion
70000709,Preventivo,Vitrina refrigeracion N°02,C120,frigoristas,,111382,Cerrado,2025-06-24,2025-07-15,18/07/2025,1000-C120-N00-SAGEPV,vitrina refrigeracion n°02,Antioquia,21,Vitrinas,Vitrinas refrigeracion
70000710,Preventivo,Vitrina refrigeracion N°03,C120,frigoristas,,111382,Cerrado,2025-06-24,2025-07-15,18/07/2025,1000-C120-N00-SAGEPV,vitrina refrigeracion n°03,Antioquia,21,Vitrinas,Vitrinas refrigeracion
70000711,Preventivo,Evaporador cava refrigeracion N°01,C120,frigoristas,,236958,Cerrado,2025-06-24,2025-07-15,25/07/2025,1000-C120-N01-CAVREF,evaporador cava refrigeracion n°01,Antioquia,21,Cavas,Cava de refrigeracion
70000712,Preventivo,Condensador cava refrigeracion N°01,C120,frigoristas,,128515,Cerrado,2025-06-24,2025-07-14,18/07/2025,1000-C120-N01-MESANI,condensador cava refrigeracion n°01,Antioquia,20,Cavas,Cava de refrigeracion
70000713,Preventivo,Evaporador cava congelacion N°01,C120,frigoristas,,218581,Cerrado,2025-06-24,2025-07-15,24/07/2025,1000-C120-N01-CAVCON,evaporador cava congelacion n°01,Antioquia,21,Cavas,Cava de congelacion
70000714,Preventivo,Condensador cava congelacion N°01,C120,frigoristas,,122455,Cerrado,2025-06-24,2025-07-14,18/07/2025,1000-C120-N01-MESANI,condensador cava congelacion n°01,Antioquia,20,Cavas,Cava de congelacion
70000715,Preventivo,Plancha N°1,C120,electromecanico,,55691,Cerrado,2025-06-24,2025-07-16,21/07/2025,1000-C120-N00-PORCPR,plancha n°01,Antioquia,22,equipos de coccion,Plancha
70000716,Preventivo,Freidora a gas N°01,C120,electromecanico,,55691,Cerrado,2025-06-24,2025-07-16,31/07/2025,1000-C120-N00-PORCPR,freidora a gas n°01,Antioquia,22,equipos de coccion,Freidora a gas
70000717,Preventivo,Sierra sin fin,C120,electromecanico,,83537,Cerrado,2025-06-24,2025-07-15,18/07/2025,1000-C120-N00-SAPRPV,sierra sin fin,Antioquia,21,Equipos de corte,Sierras sin fin
70000718,Preventivo,Molino,C120,electromecanico,,244614,Cerrado,2025-06-24,2025-07-11,18/07/2025,1000-C120-N00-SAPRPV,molino,Antioquia,17,Molino,Molino
70000719,Preventivo,Tajadora,C120,electromecanico,,27846,Cerrado,2025-06-24,2025-07-15,18/07/2025,1000-C120-N00-SAPRPV,tajadora,Antioquia,21,Equipos de corte,Tajadora
70000720,Preventivo,Malacate,C120,electromecanico,,55691,Cerrado,2025-06-24,2025-07-15,18/07/2025,1000-C120-N00-MALACA,malacate,Antioquia,21,Malacate,Malacate
70000721,Preventivo,Sierra sin fin,C160,electromecanico,,187356,Cerrado,2025-06-24,,29/07/2025,1000-C160-N00-SAPRPV,sierra sin fin,Antioquia,0,Equipos de corte,Sierras sin fin
70000722,Preventivo,Molino,C160,electromecanico,,44553,Cerrado,2025-06-24,2025-07-23,28/07/2025,1000-C160-N00-SAPRPV,molino,Antioquia,29,Molino,Molino
70000723,Preventivo,Peveceadora,C160,electromecanico,,0,Cerrado,2025-06-24,,21/07/2025,1000-C160-N00-SAPRPV,peveceadora,Antioquia,0,Electrodomesticos,
70000724,Preventivo,Tajadora,C160,electromecanico,,41768,Cerrado,2025-06-24,2025-07-26,31/07/2025,1000-C160-N00-SAPRPV,tajadora,Antioquia,32,Equipos de corte,Tajadora
70000725,Preventivo,Freidora electrica N°01,C160,electromecanico,,83537,Cerrado,2025-06-24,2025-07-22,28/07/2025,1000-C160-N00-PORCPR-001,freidora electrica n°01,Antioquia,28,equipos de coccion,Freidora electrica
70000726,Preventivo,Freidora electrica N°02,C160,electromecanico,,69614,Cerrado,2025-06-24,2025-07-22,28/07/2025,1000-C160-N00-PORCPR-001,freidora electrica n°02,Antioquia,28,equipos de coccion,Freidora electrica
70000727,Preventivo,Plancha N°01,C160,electromecanico,,5400,Cerrado,2025-06-24,,29/07/2025,1000-C160-N00-PORCPR-001,plancha n°01,Antioquia,0,equipos de coccion,Plancha
70000728,Preventivo,Fogon a gas N°01,C160,electromecanico,,27846,Cerrado,2025-06-24,2025-07-22,29/07/2025,1000-C160-N00-PORCPR-001,fogon a gas n°01,Antioquia,28,equipos de coccion,Fogon a gas
70000729,Preventivo,Campana extractora,C160,electromecanico,,55691,Cerrado,2025-06-24,2025-07-23,28/07/2025,1000-C160-N00-PORCPR-001,campana extractora,Antioquia,29,equipos de coccion,Extractor
70000730,Preventivo,Evaporador cava refrigeracion N°01,C160,frigoristas,,80272,Cerrado,2025-06-24,,24/07/2025,1000-C160-N00-CAVREF,evaporador cava refrigeracion n°01,Antioquia,0,Cavas,Cava de refrigeracion
70000731,Preventivo,Condensador cava refrigeracion N°01,C160,frigoristas,,55691,Cerrado,2025-06-24,,24/07/2025,1000-C160-N00-ZFACHA-001,condensador cava refrigeracion n°01,Antioquia,0,Cavas,Cava de refrigeracion
70000732,Preventivo,Evaporador cava congelacion N°01,C160,frigoristas,,129434,Cerrado,2025-06-24,,24/07/2025,1000-C160-N00-CAVCON,evaporador cava congelacion n°01,Antioquia,0,Cavas,Cava de congelacion
70000733,Preventivo,Condensador cava congelacion N°01,C160,frigoristas,,111382,Cerrado,2025-06-24,2025-07-23,24/07/2025,1000-C160-N00-ZFACHA-001,condensador cava congelacion n°01,Antioquia,29,Cavas,Cava de congelacion
70000734,Preventivo,Vitrina refrigeracion N°01,C160,frigoristas,,29202,Cerrado,2025-06-24,2025-07-23,24/07/2025,1000-C160-N00-SAGEPV,vitrina refrigeracion n°01,Antioquia,29,Vitrinas,Vitrinas refrigeracion
70000735,Preventivo,Vitrina refrigeracion N°02,C160,frigoristas,,21902,Cerrado,2025-06-24,2025-07-23,24/07/2025,1000-C160-N00-SAGEPV,vitrina refrigeracion n°02,Antioquia,29,Vitrinas,Vitrinas refrigeracion
70000736,Preventivo,Vitrina refrigeracion N°03,C160,frigoristas,,58404,Cerrado,2025-06-24,2025-07-23,25/07/2025,1000-C160-N00-SAGEPV,vitrina refrigeracion n°03,Antioquia,29,Vitrinas,Vitrinas refrigeracion
70000737,Preventivo,Vitrina refrigeracion N°04,C160,frigoristas,,87606,Cerrado,2025-06-24,2025-07-23,25/07/2025,1000-C160-N00-SAGEPV,vitrina refrigeracion n°04,Antioquia,29,Vitrinas,Vitrinas refrigeracion
70000738,Preventivo,Vitrina congelación N°01,C160,frigoristas,,58404,Cerrado,2025-06-24,2025-07-23,24/07/2025,1000-C160-N00-SAGEPV,vitrina congelacion n°01,Antioquia,29,Vitrinas,Vitrina congelacion
70000739,Preventivo,Nevera vertical refrigeracion N°01,C160,frigoristas,,58404,Cerrado,2025-06-24,2025-07-21,21/07/2025,1000-C160-N00-PORCPR-001,nevera vertical refrigeracion n°01,Antioquia,27,Neveras,Nevera vertical refrigeracion
70000740,Preventivo,Nevera vertical congelacion N°01,C160,frigoristas,,21902,Cerrado,2025-06-24,2025-07-21,21/07/2025,1000-C160-N00-PORCPR-001,nevera vertical congelacion n°01,Antioquia,27,Neveras,Nevera vertical congelacion
70000741,Preventivo,Nevera horizontal N°01,C160,frigoristas,,21902,Cerrado,2025-06-24,2025-07-21,21/07/2025,1000-C160-N00-PORCPR-001,nevera horizontal n°01,Antioquia,27,Neveras,Nevera horizontal
70000742,Preventivo,Nevera vertical refrigeracion N°01,C110,frigoristas,,111382,Cerrado,2025-06-24,2025-07-24,25/07/2025,1000-C110-N00-PORCPR-001,nevera vertical refrigeracion n°01,Antioquia,30,Neveras,Nevera vertical refrigeracion
70000743,Preventivo,Nevera vertical congelacion N°01,C110,frigoristas,,111382,Cerrado,2025-06-24,2025-07-24,25/07/2025,1000-C110-N00-PORCPR-001,nevera vertical congelacion n°01,Antioquia,30,Neveras,Nevera vertical congelacion
70000744,Preventivo,Nevera horizontal N°01,C110,frigoristas,,139228,Cerrado,2025-06-24,2025-07-24,25/07/2025,1000-C110-N00-PORCPR-001,nevera horizontal n°01,Antioquia,30,Neveras,Nevera horizontal
70000745,Preventivo,Vitrina refrigeracion N°01,C110,frigoristas,,27846,Cerrado,2025-06-24,,30/07/2025,1000-C110-N00-SAGEPV,vitrina refrigeracion n°01,Antioquia,0,Vitrinas,Vitrinas refrigeracion
70000746,Preventivo,Vitrina refrigeracion N°02,C110,frigoristas,,55691,Cerrado,2025-06-24,,30/07/2025,1000-C110-N00-SAGEPV,vitrina refrigeracion n°02,Antioquia,0,Vitrinas,Vitrinas refrigeracion
70000747,Preventivo,Vitrina refrigeracion N°03,C110,frigoristas,,69614,Cerrado,2025-06-24,,30/07/2025,1000-C110-N00-SAGEPV,vitrina refrigeracion n°03,Antioquia,0,Vitrinas,Vitrinas refrigeracion
70000748,Preventivo,Evaporador cava congelacion N°01,C110,frigoristas,,69052,Cerrado,2025-06-24,,29/07/2025,1000-C110-N00-CAVCON,evaporador cava congelacion n°01,Antioquia,0,Cavas,Cava de congelacion
