Material,Centro,Motivo movimiento,Clase de movimiento,Fecha contabiliz.,Impte.mon.local,Orden,Pedido,Almacén,Texto breve material,Cantidad en UM ped.,Cantidad,Grupo planif.,Clase de pedido
17001560,P100,0,Salida Material orden,14/05/2025,76163,60000203,,P124,Rele base redonda 11pin a 110V,0,2.0,Frigoristas,Material
17001560,P100,0,Salida Material orden,14/05/2025,38082,60000204,,P124,Rele base redonda 11pin a 110V,0,1.0,Frigoristas,Material
17001560,P100,0,Salida Material orden,14/05/2025,38081,60000205,,P124,Rele base redonda 11pin a 110V,0,1.0,Frigoristas,Material
17001560,P100,0,Salida Material orden,14/05/2025,38081,60000202,,P124,Rele base redonda 11pin a 110V,0,1.0,Frigoristas,Material
17001560,P100,0,Salida Material orden,25/04/2025,38081,60000182,,P124,Rele base redonda 11pin a 110V,0,1.0,Frigoristas,Material
17001579,P100,0,Salida Material orden,06/05/2025,196660,60000474,,P124,Rele termico LRD10 4A a 6A,0,1.0,Electromecanico,Material
17001592,P100,0,Salida Material orden,27/08/2025,3669,60002893,,P124,"Remache pop aluminio de ⅛"" x ½""",0,100.0,Electromecanico,Material
17001592,P100,0,Salida Material orden,26/08/2025,3669,60002893,,P124,"Remache pop aluminio de ⅛"" x ½""",0,100.0,Electromecanico,Material
17001593,P100,0,Salida Material orden,08/08/2025,29085,60000672,,P124,"Remache pop aluminio de 3/16"" x ⅜""",0,500.0,Infraestructura,Material
17001597,P100,0,Salida Material orden,08/09/2025,9449,70002469,,P124,"Remache pop aluminio de 5/32"" X ½""",0,100.0,Frigoristas,Material
17001597,P100,0,Salida Material orden,03/06/2025,2835,60000966,,P124,"Remache pop aluminio de 5/32"" X ½""",0,30.0,Frigoristas,Material
17001597,P100,0,Salida Material orden,16/05/2025,2362,60000679,,P124,"Remache pop aluminio de 5/32"" X ½""",0,25.0,Frigoristas,Material
17001597,P100,0,Salida Material orden,15/05/2025,1890,60000679,,P124,"Remache pop aluminio de 5/32"" X ½""",0,20.0,Frigoristas,Material
17001612,P100,0,Salida Material orden,09/10/2025,5431,70002713,,P124,"Rodillo pintura 4""",0,1.0,Frigoristas,Material
17001612,P100,0,Salida Material orden,12/09/2025,10863,70002037,,P124,"Rodillo pintura 4""",0,2.0,Frigoristas,Material
17001612,P100,0,Salida Material orden,13/05/2025,8546,60000492,,P124,"Rodillo pintura 4""",0,1.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,09/10/2025,10926,70002916,,P124,"Rodillo pintura 9""",0,1.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,09/10/2025,10926,60003927,,P124,"Rodillo pintura 9""",0,1.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,09/09/2025,43703,70002511,,P124,"Rodillo pintura 9""",0,4.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,26/08/2025,43703,60002891,,P124,"Rodillo pintura 9""",0,4.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,23/07/2025,32777,4000041,,P124,"Rodillo pintura 9""",0,3.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,10/07/2025,21852,70000990,,P124,"Rodillo pintura 9""",0,2.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,08/07/2025,21863,70001089,,P124,"Rodillo pintura 9""",0,2.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,08/07/2025,32795,70000990,,P124,"Rodillo pintura 9""",0,3.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,18/06/2025,10989,70000633,,P124,"Rodillo pintura 9""",0,1.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,18/06/2025,10989,70000445,,P124,"Rodillo pintura 9""",0,1.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,09/06/2025,32968,70000439,,P124,"Rodillo pintura 9""",0,3.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,09/06/2025,32967,70000438,,P124,"Rodillo pintura 9""",0,3.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,04/06/2025,32968,60000492,,P124,"Rodillo pintura 9""",0,3.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,19/05/2025,10989,60000492,,P124,"Rodillo pintura 9""",0,1.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,15/05/2025,54946,60000668,,P124,"Rodillo pintura 9""",0,5.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,15/05/2025,54946,60000671,,P124,"Rodillo pintura 9""",0,5.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,06/05/2025,21978,60000492,,P124,"Rodillo pintura 9""",0,2.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,24/04/2025,32968,60000278,,P124,"Rodillo pintura 9""",0,3.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,22/04/2025,32968,60000239,,P124,"Rodillo pintura 9""",0,3.0,Infraestructura,Material
17001613,P100,0,Salida Material orden,22/04/2025,32968,60000141,,P124,"Rodillo pintura 9""",0,3.0,Infraestructura,Material
17001615,P100,0,Salida Material orden,06/08/2025,5882,60002434,,P124,"Rodillo pintura 6""",0,1.0,Infraestructura,Material
17001615,P100,0,Salida Material orden,18/06/2025,5882,70000633,,P124,"Rodillo pintura 6""",0,1.0,Infraestructura,Material
17001615,P100,0,Salida Material orden,15/05/2025,17647,60000671,,P124,"Rodillo pintura 6""",0,3.0,Infraestructura,Material
17001630,P100,0,Salida Material orden,15/05/2025,32049,60000679,,P124,Sellador polimero blanco,0,1.0,Frigoristas,Material
17001630,P100,0,Salida Material orden,08/05/2025,32049,60000531,,P124,Sellador polimero blanco,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,14/10/2025,38235,70002825,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,07/10/2025,38006,60003903,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,06/10/2025,76012,70002706,,P124,Sellador poliuretano color gris 300 ml,0,2.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,06/10/2025,76011,70002733,,P124,Sellador poliuretano color gris 300 ml,0,2.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,25/09/2025,114018,60003656,,P124,Sellador poliuretano color gris 300 ml,0,3.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,12/09/2025,114018,70002037,,P124,Sellador poliuretano color gris 300 ml,0,3.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,08/09/2025,38006,70002469,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,26/08/2025,38006,60002891,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Infraestructura,Material
17001632,P100,0,Salida Material orden,20/08/2025,76470,60001316,,P124,Sellador poliuretano color gris 300 ml,0,2.0,Infraestructura,Material
17001632,P100,0,Salida Material orden,09/07/2025,114705,60000203,,P124,Sellador poliuretano color gris 300 ml,0,3.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,18/06/2025,37731,70000511,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,18/06/2025,37731,70000540,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,18/06/2025,37732,70000567,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,18/06/2025,37731,70000479,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,18/06/2025,37731,70000599,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,11/06/2025,37731,70000261,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,06/06/2025,75463,70000214,,P124,Sellador poliuretano color gris 300 ml,0,2.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,03/06/2025,75462,60000966,,P124,Sellador poliuretano color gris 300 ml,0,2.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,21/05/2025,37731,60000783,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Infraestructura,Material
17001632,P100,0,Salida Material orden,15/05/2025,37731,60000679,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,14/05/2025,37731,60000204,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,14/05/2025,37731,60000205,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,14/05/2025,37731,60000202,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,14/05/2025,37731,60000203,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,08/05/2025,75462,60000531,,P124,Sellador poliuretano color gris 300 ml,0,2.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,05/05/2025,75462,60000461,,P124,Sellador poliuretano color gris 300 ml,0,2.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,25/04/2025,37731,60000182,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001632,P100,0,Salida Material orden,21/04/2025,37731,60000241,,P124,Sellador poliuretano color gris 300 ml,0,1.0,Frigoristas,Material
17001633,P100,0,Salida Material orden,21/05/2025,7983,60000783,,P124,Sellador silicona antihongos trasp 300mL,0,1.0,Infraestructura,Material
17001633,P100,0,Salida Material orden,19/05/2025,7983,60000532,,P124,Sellador silicona antihongos trasp 300mL,0,1.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,23/10/2025,101033,70002916,,P124,Sikaflex blanca,0,3.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,06/10/2025,101033,70002916,,P124,Sikaflex blanca,0,3.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,12/09/2025,67356,70002037,,P124,Sikaflex blanca,0,2.0,Frigoristas,Material
17001651,P100,0,Salida Material orden,08/09/2025,67356,70002469,,P124,Sikaflex blanca,0,2.0,Frigoristas,Material
17001651,P100,0,Salida Material orden,29/08/2025,33678,60002946,,P124,Sikaflex blanca,0,1.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,06/08/2025,80785,60002434,,P124,Sikaflex blanca,0,2.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,08/07/2025,80785,70000990,,P124,Sikaflex blanca,0,2.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,05/07/2025,40392,60001795,,P124,Sikaflex blanca,0,1.0,Frigoristas,Material
17001651,P100,0,Salida Material orden,26/06/2025,39622,60000204,,P124,Sikaflex blanca,0,1.0,Frigoristas,Material
17001651,P100,0,Salida Material orden,18/06/2025,79244,70000633,,P124,Sikaflex blanca,0,2.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,18/06/2025,79244,70000445,,P124,Sikaflex blanca,0,2.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,18/06/2025,79244,70000633,,P124,Sikaflex blanca,0,2.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,18/06/2025,39622,70000597,,P124,Sikaflex blanca,0,1.0,Frigoristas,Material
17001651,P100,0,Salida Material orden,26/05/2025,188656,60000875,,P124,Sikaflex blanca,0,5.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,15/05/2025,75462,60000671,,P124,Sikaflex blanca,0,2.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,30/04/2025,37731,60000141,,P124,Sikaflex blanca,0,1.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,24/04/2025,113193,60000278,,P124,Sikaflex blanca,0,3.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,22/04/2025,113193,60000239,,P124,Sikaflex blanca,0,3.0,Infraestructura,Material
17001651,P100,0,Salida Material orden,12/04/2025,75462,60000141,,P124,Sikaflex blanca,0,2.0,Infraestructura,Material
17001653,P100,0,Salida Material orden,01/10/2025,18724,70002596,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,01/10/2025,18724,70002615,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,29/09/2025,18724,70001727,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,18/09/2025,18724,70002157,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,18/09/2025,18724,60003452,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,08/09/2025,18724,70001753,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,26/08/2025,18724,70001654,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,26/08/2025,18724,70001374,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,19/08/2025,18724,60002750,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,14/08/2025,18724,70001286,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,12/08/2025,37448,70001953,,P124,Silicona gris marca loctite 5699 70ML,0,2.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,22/07/2025,37448,70000721,,P124,Silicona gris marca loctite 5699 70ML,0,2.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,02/07/2025,33929,70000785,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,02/07/2025,33930,70000963,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,01/07/2025,33929,60001658,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,16/06/2025,33929,70000352,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,26/05/2025,33929,60000867,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001653,P100,0,Salida Material orden,02/05/2025,33929,60000420,,P124,Silicona gris marca loctite 5699 70ML,0,1.0,Electromecanico,Material
17001667,P100,0,Salida Material orden,31/07/2025,97406,60002332,,P124,"Soldadura 6011 3/32""",0,5.0,Infraestructura,Material
17001667,P100,0,Salida Material orden,11/06/2025,19630,70000439,,P124,"Soldadura 6011 3/32""",0,1.0,Infraestructura,Material
17001667,P100,0,Salida Material orden,25/04/2025,19630,60000332,,P124,"Soldadura 6011 3/32""",0,1.0,Infraestructura,Material
17001667,P100,0,Salida Material orden,15/04/2025,98150,60000135,,P124,"Soldadura 6011 3/32""",0,5.0,Infraestructura,Material
17001675,P100,0,Salida Material orden,08/10/2025,13613,70002689,,P124,Soldadura harris 5%,0,2.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,05/09/2025,13613,60003163,,P124,Soldadura harris 5%,0,2.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,12/08/2025,13613,70001460,,P124,Soldadura harris 5%,0,2.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,06/08/2025,13613,60000205,,P124,Soldadura harris 5%,0,2.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,02/07/2025,13613,60001659,,P124,Soldadura harris 5%,0,2.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,18/06/2025,13613,70000602,,P124,Soldadura harris 5%,0,2.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,06/06/2025,13613,60000966,,P124,Soldadura harris 5%,0,2.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,03/06/2025,13613,60000966,,P124,Soldadura harris 5%,0,2.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,14/05/2025,6807,60000202,,P124,Soldadura harris 5%,0,1.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,14/05/2025,6807,60000204,,P124,Soldadura harris 5%,0,1.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,14/05/2025,6807,60000205,,P124,Soldadura harris 5%,0,1.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,14/05/2025,6807,60000203,,P124,Soldadura harris 5%,0,1.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,09/05/2025,13613,60000541,,P124,Soldadura harris 5%,0,2.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,25/04/2025,6807,60000182,,P124,Soldadura harris 5%,0,1.0,Frigoristas,Material
17001675,P100,0,Salida Material orden,25/04/2025,13613,60000333,,P124,Soldadura harris 5%,0,2.0,Infraestructura,Material
17001679,P100,0,Salida Material orden,30/09/2025,63573,60002636,,P124,Soldadura transparente pvc ¼ gal,0,1.0,Infraestructura,Material
17001685,P100,0,Salida Material orden,08/09/2025,45659,70002470,,P124,Spray de zinc 400 ml,0,1.0,Frigoristas,Material
17001688,P100,0,Salida Material orden,09/10/2025,7436,70002117,,P124,Suiche sencillo 15A,0,1.0,Electromecanico,Material
17001688,P100,0,Salida Material orden,16/09/2025,7436,70001822,,P124,Suiche sencillo 15A,0,1.0,Electromecanico,Material
17001688,P100,0,Salida Material orden,09/09/2025,7436,70001887,,P124,Suiche sencillo 15A,0,1.0,Electromecanico,Material
17001692,P100,0,Salida Material orden,09/09/2025,7747,70001887,,P124,Suiche doble 15A 127V,0,1.0,Electromecanico,Material
17001692,P100,0,Salida Material orden,12/08/2025,7746,70001952,,P124,Suiche doble 15A 127V,0,1.0,Electromecanico,Material
17001692,P100,0,Salida Material orden,12/06/2025,7747,70000264,,P124,Suiche doble 15A 127V,0,1.0,Frigoristas,Material
17001695,P100,0,Salida Material orden,14/08/2025,58996,70001293,,P124,Suiche muletilla 2 posiciones XB5AD25,0,1.0,Electromecanico,Material
17001695,P100,0,Salida Material orden,31/07/2025,412975,60000205,,P124,Suiche muletilla 2 posiciones XB5AD25,0,7.0,Frigoristas,Material
17001695,P100,0,Salida Material orden,14/05/2025,134939,60000202,,P124,Suiche muletilla 2 posiciones XB5AD25,0,2.0,Frigoristas,Material
17001695,P100,0,Salida Material orden,14/05/2025,134939,60000203,,P124,Suiche muletilla 2 posiciones XB5AD25,0,2.0,Frigoristas,Material
17001695,P100,0,Salida Material orden,14/05/2025,134939,60000204,,P124,Suiche muletilla 2 posiciones XB5AD25,0,2.0,Frigoristas,Material
17001695,P100,0,Salida Material orden,25/04/2025,130236,60000182,,P124,Suiche muletilla 2 posiciones XB5AD25,0,2.0,Frigoristas,Material
17001696,P100,0,Salida Material orden,21/10/2025,63023,70002017,,P124,Suiche muletilla 3 posiciones XB4BD33,0,1.0,Electromecanico,Material
17001696,P100,0,Salida Material orden,10/10/2025,63023,60003986,,P124,Suiche muletilla 3 posiciones XB4BD33,0,1.0,Electromecanico,Material
17001702,P100,0,Salida Material orden,09/10/2025,6536,70002713,,P124,Terminal faston macho amar 12-10AWG,0,30.0,Frigoristas,Material
17001715,P100,0,Salida Material orden,16/09/2025,325,70001822,,P124,"Tapa lisa pvc 2"" x 4""",0,1.0,Electromecanico,Material
17001727,P100,0,Salida Material orden,14/10/2025,3644,60004015,,P124,Tapa toma doble bla,0,3.0,Electromecanico,Material
17001727,P100,0,Salida Material orden,12/06/2025,1215,70000473,,P124,Tapa toma doble bla,0,1.0,Electromecanico,Material
17001734,P100,0,Salida Material orden,15/10/2025,2,70003083,,P124,"Tapon prueba sanitario pvc de 2""",0,2.0,Frigoristas,Material
17001734,P100,0,Salida Material orden,09/10/2025,2,60003903,,P124,"Tapon prueba sanitario pvc de 2""",0,2.0,Frigoristas,Material
17001734,P100,0,Salida Material orden,25/09/2025,4,60003656,,P124,"Tapon prueba sanitario pvc de 2""",0,4.0,Frigoristas,Material
17001734,P100,0,Salida Material orden,28/08/2025,1,60002909,,P124,"Tapon prueba sanitario pvc de 2""",0,1.0,Infraestructura,Material
17001736,P100,0,Salida Material orden,28/08/2025,1,60002940,,P124,"Tapon prueba sanitario pvc de 4""",0,1.0,Infraestructura,Material
17001746,P100,0,Salida Material orden,29/08/2025,1,60002940,,P124,"Tapon pvc presion 3""",0,1.0,Infraestructura,Material
17001750,P100,0,Salida Material orden,28/08/2025,300,60002909,,P124,"Tapon roscado presion pvc de ½""",0,1.0,Infraestructura,Material
17001775,P100,0,Salida Material orden,30/09/2025,551,60002636,,P124,"Tee presion pvc de ½""",0,1.0,Infraestructura,Material
17001779,P100,0,Salida Material orden,25/09/2025,1676,60003656,,P124,"Tee presion pvc de 1""",0,1.0,Frigoristas,Material
17001779,P100,0,Salida Material orden,08/08/2025,5029,60000203,,P124,"Tee presion pvc de 1""",0,3.0,Frigoristas,Material
17001779,P100,0,Salida Material orden,08/07/2025,8381,60000205,,P124,"Tee presion pvc de 1""",0,5.0,Frigoristas,Material
17001795,P100,0,Salida Material orden,12/06/2025,117900,60001185,,P124,"Tee sanitario pvc de 6""",0,1.0,Infraestructura,Material
17001825,P100,0,Salida Material orden,20/10/2025,7579,70002017,,P124,Terminal faston hembra amar 12-10 AWG,0,30.0,Electromecanico,Material
17001825,P100,0,Salida Material orden,12/09/2025,8025,70002037,,P124,Terminal faston hembra amar 12-10 AWG,0,30.0,Frigoristas,Material
17001825,P100,0,Salida Material orden,05/09/2025,8025,60003163,,P124,Terminal faston hembra amar 12-10 AWG,0,30.0,Frigoristas,Material
17001825,P100,0,Salida Material orden,28/08/2025,10701,60002650,,P124,Terminal faston hembra amar 12-10 AWG,0,40.0,Frigoristas,Material
17001825,P100,0,Salida Material orden,12/08/2025,6420,70001718,,P124,Terminal faston hembra amar 12-10 AWG,0,24.0,Frigoristas,Material
17001825,P100,0,Salida Material orden,14/07/2025,1605,70000714,,P124,Terminal faston hembra amar 12-10 AWG,0,6.0,Frigoristas,Material
17001825,P100,0,Salida Material orden,14/07/2025,3210,70000712,,P124,Terminal faston hembra amar 12-10 AWG,0,12.0,Frigoristas,Material
17001825,P100,0,Salida Material orden,05/05/2025,6031,60000461,,P124,Terminal faston hembra amar 12-10 AWG,0,20.0,Frigoristas,Material
17001825,P100,0,Salida Material orden,16/04/2025,3619,60000184,,P124,Terminal faston hembra amar 12-10 AWG,0,12.0,Frigoristas,Material
17001826,P100,0,Salida Material orden,24/06/2025,1736,70000273,,P124,Terminal faston aisl hembra az 16-14AWG,0,6.0,Frigoristas,Material
17001826,P100,0,Salida Material orden,18/06/2025,5785,70000597,,P124,Terminal faston aisl hembra az 16-14AWG,0,20.0,Frigoristas,Material
17001826,P100,0,Salida Material orden,16/06/2025,1735,70000353,,P124,Terminal faston aisl hembra az 16-14AWG,0,6.0,Electromecanico,Material
17001826,P100,0,Salida Material orden,16/06/2025,1157,70000352,,P124,Terminal faston aisl hembra az 16-14AWG,0,4.0,Electromecanico,Material
17001828,P100,0,Salida Material orden,20/10/2025,4692,70002017,,P124,Terminal pin amar 12-10AWG,0,30.0,Electromecanico,Material
17001828,P100,0,Salida Material orden,16/10/2025,3128,70002440,,P124,Terminal pin amar 12-10AWG,0,20.0,Electromecanico,Material
17001831,P100,0,Salida Material orden,25/06/2025,354,60001514,,P124,Terminal puntera negro 16AWG,0,4.0,Frigoristas,Material
17001831,P100,0,Salida Material orden,04/06/2025,17676,60000205,,P124,Terminal puntera negro 16AWG,0,200.0,Frigoristas,Material
17001835,P100,0,Salida Material orden,14/10/2025,5518,70002177,,P124,Terminal U amar 5.5-5 3/16 12-10AWG,0,20.0,Electromecanico,Material
17001836,P100,0,Salida Material orden,16/10/2025,1797,70002440,,P124,Terminal U az 2-4 5/32 16-14 AWG,0,20.0,Electromecanico,Material
17001844,P100,0,Salida Material orden,21/10/2025,116968,70002834,,P124,Thermofilm liso 15cm,0,18.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,09/10/2025,51986,70002695,,P124,Thermofilm liso 15cm,0,8.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,29/09/2025,58484,70002252,,P124,Thermofilm liso 15cm,0,9.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,19/09/2025,77979,70001745,,P124,Thermofilm liso 15cm,0,12.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,19/09/2025,64982,70002489,,P124,Thermofilm liso 15cm,0,10.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,09/09/2025,117719,70001619,,P124,Thermofilm liso 15cm,0,18.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,08/09/2025,71939,70001743,,P124,Thermofilm liso 15cm,0,11.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,08/09/2025,71940,70002487,,P124,Thermofilm liso 15cm,0,11.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,08/09/2025,71940,70002472,,P124,Thermofilm liso 15cm,0,11.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,08/09/2025,71940,70002474,,P124,Thermofilm liso 15cm,0,11.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,08/09/2025,71940,70001743,,P124,Thermofilm liso 15cm,0,11.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,08/09/2025,71939,70002474,,P124,Thermofilm liso 15cm,0,11.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,08/09/2025,71940,70002487,,P124,Thermofilm liso 15cm,0,11.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,08/09/2025,71940,70002472,,P124,Thermofilm liso 15cm,0,11.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,28/08/2025,72603,70001356,,P124,Thermofilm liso 15cm,0,11.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,28/08/2025,132006,70001354,,P124,Thermofilm liso 15cm,0,20.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,12/08/2025,61809,70001454,,P124,Thermofilm liso 15cm,0,9.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,12/08/2025,48074,70001715,,P124,Thermofilm liso 15cm,0,7.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,12/08/2025,48074,70001713,,P124,Thermofilm liso 15cm,0,7.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,12/08/2025,61809,70001456,,P124,Thermofilm liso 15cm,0,9.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,29/07/2025,41206,70000748,,P124,Thermofilm liso 15cm,0,6.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,29/07/2025,61810,70000750,,P124,Thermofilm liso 15cm,0,9.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,28/07/2025,75545,60002089,,P124,Thermofilm liso 15cm,0,11.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,17/07/2025,144672,70000866,,P124,Thermofilm liso 15cm,0,15.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,17/07/2025,48224,70000863,,P124,Thermofilm liso 15cm,0,5.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,14/07/2025,48568,70000711,,P124,Thermofilm liso 15cm,0,5.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,14/07/2025,48569,70000713,,P124,Thermofilm liso 15cm,0,5.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,14/07/2025,106851,70000700,,P124,Thermofilm liso 15cm,0,11.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,25/06/2025,126278,70000282,,P124,Thermofilm liso 15cm,0,13.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,25/06/2025,233129,70000275,,P124,Thermofilm liso 15cm,0,24.0,Frigoristas,Material
17001844,P100,0,Salida Material orden,19/06/2025,135685,70000300,,P124,Thermofilm liso 15cm,0,13.0,Frigoristas,Material
